-5.00000e+00 1.00000e+01 1.00000e+01 1.00000e+01 0.00000e+00
-4.99000e+00 1.00809e+01 1.16577e+01 1.08098e+01 0.00000e+00
-4.97999e+00 1.03080e+01 1.32362e+01 1.17778e+01 0.00000e+00
-4.96999e+00 1.06600e+01 1.47375e+01 1.29155e+01 0.00000e+00
-4.95999e+00 1.11174e+01 1.61541e+01 1.42363e+01 0.00000e+00
-4.94998e+00 1.16614e+01 1.74680e+01 1.57527e+01 0.00000e+00
-4.93998e+00 1.22725e+01 1.86510e+01 1.74731e+01 0.00000e+00
-4.92998e+00 1.29303e+01 1.96656e+01 1.93987e+01 0.00000e+00
-4.91997e+00 1.36121e+01 2.04665e+01 2.15202e+01 0.00000e+00
-4.90997e+00 1.42929e+01 2.10037e+01 2.38138e+01 0.00000e+00
-4.89997e+00 1.49452e+01 2.12271e+01 2.62394e+01 0.00000e+00
-4.88996e+00 1.55397e+01 2.10924e+01 2.87385e+01 0.00000e+00
-4.87996e+00 1.60460e+01 2.05679e+01 3.12361e+01 0.00000e+00
-4.86996e+00 1.64349e+01 1.96420e+01 3.36440e+01 0.00000e+00
-4.85995e+00 1.66795e+01 1.83283e+01 3.58681e+01 0.00000e+00
-4.84995e+00 1.67587e+01 1.66682e+01 3.78180e+01 0.00000e+00
-4.83995e+00 1.66581e+01 1.47295e+01 3.94168e+01 0.00000e+00
-4.82994e+00 1.63726e+01 1.26005e+01 4.06106e+01 0.00000e+00
-4.81994e+00 1.59065e+01 1.03805e+01 4.13744e+01 0.00000e+00
-4.80994e+00 1.52730e+01 8.16865e+00 4.17133e+01 0.00000e+00
-4.79993e+00 1.44933e+01 6.05383e+00 4.16597e+01 0.00000e+00
-4.78993e+00 1.35941e+01 4.10676e+00 4.12662e+01 0.00000e+00
-4.77993e+00 1.26054e+01 2.37593e+00 4.05976e+01 0.00000e+00
-4.76992e+00 1.15576e+01 8.87278e-01 3.97220e+01 0.00000e+00
-4.75992e+00 1.04799e+01 -3.53234e-01 3.87040e+01 0.00000e+00
-4.74992e+00 9.39834e+00 -1.35530e+00 3.76002e+01 0.00000e+00
-4.73991e+00 8.33510e+00 -2.13939e+00 3.64567e+01 0.00000e+00
-4.72991e+00 7.30792e+00 -2.73225e+00 3.53084e+01 0.00000e+00
-4.71991e+00 6.33015e+00 -3.16314e+00 3.41802e+01 0.00000e+00
-4.70990e+00 5.41109e+00 -3.46112e+00 3.30884e+01 0.00000e+00
-4.69990e+00 4.55648e+00 -3.65335e+00 3.20424e+01 0.00000e+00
-4.68990e+00 3.76905e+00 -3.76407e+00 3.10466e+01 0.00000e+00
-4.67989e+00 3.04912e+00 -3.81419e+00 3.01020e+01 0.00000e+00
-4.66989e+00 2.39516e+00 -3.82132e+00 2.92073e+01 0.00000e+00
-4.65989e+00 1.80425e+00 -3.79994e+00 2.83597e+01 0.00000e+00
-4.64988e+00 1.27253e+00 -3.76176e+00 2.75559e+01 0.00000e+00
-4.63988e+00 7.95484e-01 -3.71612e+00 2.67926e+01 0.00000e+00
-4.62988e+00 3.68251e-01 -3.67034e+00 2.60663e+01 0.00000e+00
-4.61987e+00 -1.41835e-02 -3.63009e+00 2.53739e+01 0.00000e+00
-4.60987e+00 -3.56829e-01 -3.59971e+00 2.47127e+01 0.00000e+00
-4.59987e+00 -6.64579e-01 -3.58248e+00 2.40804e+01 0.00000e+00
-4.58986e+00 -9.42132e-01 -3.58085e+00 2.34751e+01 0.00000e+00
-4.57986e+00 -1.19394e+00 -3.59665e+00 2.28951e+01 0.00000e+00
-4.56986e+00 -1.42418e+00 -3.63122e+00 2.23392e+01 0.00000e+00
-4.55985e+00 -1.63674e+00 -3.68559e+00 2.18064e+01 0.00000e+00
-4.54985e+00 -1.83524e+00 -3.76053e+00 2.12963e+01 0.00000e+00
-4.53985e+00 -2.02300e+00 -3.85669e+00 2.08082e+01 0.00000e+00
-4.52984e+00 -2.20308e+00 -3.97463e+00 2.03422e+01 0.00000e+00
